시군구,행정동,정류장번호(ID),정류장명,상세위치,위도,경도,정류장설치유형,시내버스_경유노선번호,시외버스_경유노선번호,레드존여부,중앙차로여부,미세먼지 측정센서 설치여부,와이파이설치여부,안전비상벨설치여부,버스정보안내단말기(BIT) 유형,의자설치유형,바람막이설치여부,냉온풍기설치여부,공기청정기설치여부
성남시,복정동,5325,위례중앙초등학교,위례중앙초등학교앞,37.471350 ,127.134200 ,쉘터형,"100출(시내),60(시내)",해당없음,N,N,N,N,N,LED(4단6열),일반의자,N,N,N
성남시,복정동,5326,위례중앙초등학교,위례중앙초등학교건너,37.471150 ,127.134083 ,쉘터형,"60(시내),100출(시내)",해당없음,N,N,Y,Y,N,LED(4단6열),일반의자,N,N,N
성남시,고등동,5327,성남고등공공주택지구.동편,풍경채아파트 앞,37.425750 ,127.099583 ,쉘터형,"101(시내),370(시내),66(마을),357(시내),231(시내)",해당없음,N,N,N,Y,N,LED(5단16열),일반의자,N,N,N
성남시,고등동,5328,성남고등공공주택지구.동편,풍경채아파트 건너편,37.425617 ,127.099583 ,쉘터형,"231(시내),357(시내),101(시내),370(시내),66(마을)",해당없음,N,N,N,N,N,LED(5단16열),일반의자,N,N,N
성남시,태평1동,5329,태평고개,삼성설비 앞,37.444367 ,127.128083 ,지주형,"100(시내),315(시내)",해당없음,N,N,N,N,N,LED(3단8열)(양면),미설치,N,N,N
성남시,시흥동,5331,기업성장센터,판교제2테크노벨리 내,37.411067 ,127.095000 ,쉘터형,"310(시내),누리2(시내),73-2(마을),231(시내),382(시내),87(마을),3100(시내),315(시내),55(시내)",해당없음,N,N,N,N,N,미설치,일반의자,N,N,N
성남시,시흥동,5332,기업성장센터,판교제2테크노벨리 내,37.411083 ,127.094800 ,쉘터형,"3100(시내),55(시내),231(시내),310(시내),73-2(마을),누리2(시내),382(시내),315(시내)",해당없음,N,N,N,N,N,미설치,일반의자,N,N,N
성남시,시흥동,5333,I_SQUARE.창업주택,판교제2테크노벨리 내,37.412217 ,127.095700 ,쉘터형,"310(시내),315(시내),382(시내),3100(시내),231(시내),55(시내),73-2(마을),누리2(시내),87(마을)",해당없음,N,N,N,N,N,미설치,일반의자,N,N,N
성남시,시흥동,5334,I_SQUARE.창업주택,판교제2테크노벨리 내,37.412083 ,127.095800 ,쉘터형,"55(시내),누리2(시내),3100(시내),315(시내),73-2(마을),231(시내),310(시내),87(마을),382(시내)",해당없음,N,N,N,N,N,미설치,일반의자,N,N,N
성남시,시흥동,5335,기업지원허브,판교제2테크노벨리 입구,37.412267 ,127.099267 ,지주형,"315(시내),3100(시내),231(시내),382(시내),310(시내),누리2(시내),87(마을),73-2(마을),55(시내)",해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,시흥동,5336,기업지원허브,판교제2테크노벨리 입구,37.412467 ,127.099333 ,지주형,"누리2(시내),73-2(마을),55(시내),87(마을),231(시내),382(시내),310(시내),3100(시내),315(시내)",해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,신흥3동,5337,성남우체국(광역),성남우체국앞,37.442067 ,127.150167 ,지주형,333(시내),해당없음,N,N,N,Y,N,미설치,미설치,N,N,N
성남시,신흥3동,5338,신흥역.성남청년지원센터,신흥역3번출구 / 카페별앞,37.440850 ,127.146667 ,지주형,"382(시내),33(시내),10-2(마을),3-5(마을),88-1(마을)",해당없음,N,N,N,N,N,LED(4단12열)(양면),미설치,N,N,N
성남시,시흥동,5339,홍보관,판교제2테크노밸리방향 달래내로 진입로앞,37.409133 ,127.095717 ,지주형,누리2(시내),해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,시흥동,5340,홍보관,판교제3테크노밸리 달래내로 방향 진입로앞,37.409017 ,127.095567 ,지주형,누리2(시내),해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,금토동,5341,텔레칩스,텔레칩스,37.406481 ,127.087367 ,쉘터형,"73-2(마을),87(마을),231(시내),310(시내),315(시내),351(시내),382(시내),55(시내)",3100금토동-태전동(시외),N,N,N,Y,N,"LED(3단8열,양면)",일반의자,N,N,N
성남시,금토동,5342,벤처타운(북문),벤처타운(북문),37.406608 ,127.087215 ,쉘터형,"73-2(마을),87(마을),231(시내),310(시내),315(시내),351(시내),382(시내),55(시내)",3100금토동-태전동(시외),N,N,N,Y,N,"LED(3단8열,양면)",일반의자,N,N,N
성남시,금토동,5343,판교이노베이션랩,판교이노베이션랩,37.405631 ,127.085853 ,쉘터형,"73-2(마을),87(마을),231(시내),310(시내),315(시내),351(시내),382(시내),55(시내)",3100금토동-태전동(시외),N,N,N,Y,N,"LED(3단8열,양면)",일반의자,N,N,N
성남시,금토동,5344,벤처타운(서문),벤처타운(서문),37.405624 ,127.086090 ,쉘터형,"73-2(마을),87(마을),231(시내),310(시내),315(시내),351(시내),382(시내),55(시내)",3100금토동-태전동(시외),N,N,N,Y,N,"LED(3단8열,양면)",일반의자,N,N,N
성남시,금토동,5345,스마트모빌리티실증허브,스마트모빌리티실증허브,37.405513 ,127.089299 ,쉘터형,"73-2(마을),87(마을),231(시내),310(시내),315(시내),351(시내),382(시내),55(시내)",3100금토동-태전동(시외),N,N,N,Y,N,"LED(3단8열,양면)",일반의자,N,N,N
성남시,금토동,5346,벤처타운(남문),벤처타운(남문),37.405536 ,127.088734 ,쉘터형,"73-2(마을),87(마을),231(시내),310(시내),315(시내),351(시내),382(시내),55(시내)",3100금토동-태전동(시외),N,N,N,Y,N,"LED(3단8열,양면)",일반의자,N,N,N
성남시,금토동,5347,위든타워,위든타워,37.407029 ,127.090738 ,쉘터형,"73-2(마을),87(마을),310(시내),351(시내),382(시내)",해당없음,N,N,N,Y,N,"LED(3단8열,양면)",일반의자,N,N,N
성남시,성남동,6001,모란역(공항버스),모란역 5번출구,37.431317 ,127.128917 ,지주형,,"5300신흥동-인.공(시외),N5300(시외),5100신흥동-김.공(시외),N5300-1(시외)",Y,N,N,Y,N,미설치,미설치,N,N,N
성남시,성남동,6003,모란역6.7번출구,모란역 6번출구,37.431783 ,127.128867 ,쉘터형,"88(마을),60(시내),342(시내),3-3(마을),200(시내),31-3(시내),57(시내),31-2(시내),17-1A(시내),240(시내),17(시내),50(시내),8(마을),119(시내),17-1(시내),52(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,도촌동,6004,성남시청전면,시청건너,37.419383 ,127.129050 ,쉘터형,"50(시내),17-1(시내),76(마을),340(시내),350(시내),17-1A(시내),119(시내),17(시내),3100(시내),315(시내),55(시내),357(시내),200(시내),220(시내),9403(서울),9(시내),9607(시내),33(시내),51(시내),60(시내),240(시내),3000(시내),57(시내),330(시내),4500(시내),8(마을)",해당없음,N,N,N,N,N,LED(5단16열)(양면),일반의자,N,N,N
성남시,하대원동,6005,하대원시장,보람빌딩,37.427900 ,127.142767 ,쉘터형,"60(시내),31-3(시내),357(시내),9400(시내),302(서울),87(마을),3-3(마을),88(마을),57(시내),31-2(시내),55(시내),350(시내),9800(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,성남동,6006,성남농협,모란농협,37.433083 ,127.129950 ,지주형,"87(마을),60(시내),382(시내),357(시내),350(시내),33(시내),8(마을)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,성남동,6007,성남동성당,모란성당건너,37.429483 ,127.131133 ,쉘터형,"55(시내),57(시내),3-3(마을),88-1(마을)",해당없음,N,N,Y,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,성남동,6008,성남동성당,성당앞,37.428933 ,127.131583 ,쉘터형,"31-3(시내),57(시내),88(마을),3-3(마을),31-2(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,성남동,6009,종합운동장사거리,유명빌딩,37.433783 ,127.134417 ,쉘터형,"357(시내),9(시내),382(시내),88-1(마을),8(마을),55(시내),87(마을),350(시내),33(시내),60(시내)",해당없음,N,N,N,Y,N,LED(5단16열)(양면),일반의자,N,N,N
성남시,성남동,6011,종합운동장사거리,동부주택브리앙뜨아파트,37.434217 ,127.135650 ,쉘터형,"8(마을),33(시내),382(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,성남동,6012,중원구청,삼성자동차검사소 / 주원파크빌,37.429217 ,127.136067 ,쉘터형,"57(시내),88(마을),31-3(시내),3-3(마을),31-2(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,성남동,6013,종합운동장입구,뉴월드관광나이트,37.435117 ,127.136700 ,쉘터형,"52(시내),17-1A(시내),340(시내),333(시내),17-1(시내),57(시내),342(시내),30(시내),51(시내),17(시내),331(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,성남동,6014,중원구청사거리,동원유리샷시앞,37.429767 ,127.136617 ,쉘터형,"55(시내),3-3(마을),88-1(마을),57(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,성남동,6015,중원구청,중원구청앞,37.430767 ,127.136783 ,쉘터형,"9800(시내),357(시내),9400(시내),350(시내),302(서울),87(마을),31-3(시내),31-2(시내),60(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),온열의자,N,N,N
성남시,성남동,6016,성남종합운동장.성남동행정복지센터,성남종합운동장 후문,37.434717 ,127.138167 ,쉘터형,"382(시내),302(서울),8(마을),33(시내)",해당없음,N,N,N,N,N,LED(3단6열),일반의자,N,N,N
성남시,성남동,6018,성호시장,성호시장,37.437750 ,127.144200 ,지주형,"33(시내),8(마을),382(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,성남동,6019,성호시장,성호시장,37.437967 ,127.144233 ,지주형,"302(서울),33(시내),382(시내),8(마을)",해당없음,N,N,N,Y,N,LED(3단6열),미설치,N,N,N
성남시,성남동,6020,성호시장입구.단대리약국,단대리약국,37.439100 ,127.145033 ,지주형,"33(시내),811(시내),302(서울),87(마을),382(시내),3-5(마을),88(마을)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,성남동,6021,단대리약국,시장앞,37.438817 ,127.144967 ,쉘터형,"382(시내),87(마을),811(시내),3-5(마을),33(시내),88-1(마을)",해당없음,N,N,N,N,N,LCD(세로형 32''),온열의자,N,N,N
성남시,도촌동,6022,분재단지.도촌동1단지,꽃집앞,37.414583 ,127.144983 ,지주형,"240(시내),누리1(시내),380(시내),720-1A(시내),33-1(시내),382(시내),9300(시내),3330(시내)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,도촌동,6023,도촌동1단지앞,도촌교,37.414250 ,127.144933 ,쉘터형,"9300(시내),1005(시내),103(시내),300(시내),380(시내),382(시내),720-1A(시내),250(시내),200(시내),3330(시내),누리1(시내),33-1(시내),240(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,하대원동,6024,영성중학교.하대원동행정복지센터,풍년정육점식당,37.428583 ,127.145300 ,쉘터형,"357(시내),31-3(시내),31-2(시내),88-1(마을),3-3(마을),87(마을),302(서울),57(시내),9400(시내),350(시내),60(시내),9800(시내),55(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,하대원동,6025,영성중학교.하대원동행정복지센터,영성어린이집,37.428200 ,127.145450 ,쉘터형,"60(시내),57(시내),9400(시내),55(시내),3-3(마을),87(마을),88(마을),302(서울),350(시내),31-3(시내),9800(시내),31-2(시내),357(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),온열의자,N,N,N
성남시,성남동,6026,성일고.힐스테이트아파트,성일고후문건너,37.435467 ,127.147517 ,쉘터형,"811(시내),88(마을),3-5(마을),87(마을)",해당없음,N,N,N,N,N,LCD(세로형 32''),일반의자,N,N,N
성남시,중앙동,6028,중동고개.제일초교,편의점앞,37.439750 ,127.148083 ,지주형,8(마을),해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,중앙동,6029,제일초교.신흥역하늘채1.2단지,하늘채 106동앞,37.439367 ,127.147667 ,쉘터형,8(마을),해당없음,N,N,N,N,N,LED(5단16열),일반의자,N,N,N
성남시,하대원동,6030,아튼빌후문.성남테크노과학고,아튼빌건너,37.429000 ,127.148683 ,쉘터형,"31-3(시내),57(시내),9400(시내),9800(시내),87(마을),3-3(마을),88(마을),302(서울),350(시내),357(시내),60(시내),55(시내),31-2(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,도촌동,6031,도촌북로입구,도촌북로입구건너,37.417067 ,127.149533 ,쉘터형,"811(시내),1005(시내),33-1(시내),382(시내),300(시내),720-1A(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,하대원동,6032,아튼빌후문,아튼빌앞,37.429750 ,127.149850 ,쉘터형,"357(시내),31-3(시내),31-2(시내),302(서울),9800(시내),9400(시내),350(시내),3-3(마을),88-1(마을),57(시내),60(시내),55(시내),87(마을)",해당없음,N,N,Y,Y,N,LED(4단12열),온열의자,N,N,N
성남시,도촌동,6033,도촌북로입구,여수천1교,37.417600 ,127.150483 ,쉘터형,"382(시내),300(시내),720-1A(시내),1005(시내),811(시내),33-1(시내)",해당없음,N,N,N,N,N,LED(3단6열),일반의자,N,N,N
성남시,하대원동,6034,현대아파트,하대원현대아파트,37.432783 ,127.150683 ,쉘터형,"88(마을),811(시내),87(마을)",해당없음,N,N,N,Y,N,LED(3단6열),일반의자,N,N,N
성남시,하대원동,6035,대하초교,대하초교앞,37.431033 ,127.151400 ,지주형,"811(시내),88(마을),87(마을)",해당없음,N,N,N,N,N,LCD(세로형 32''),미설치,N,N,N
성남시,중앙동,6037,중동사거리,PC방앞,37.441433 ,127.151883 ,지주형,8(마을),해당없음,N,N,N,Y,N,미설치,미설치,N,N,N
성남시,하대원동,6038,아튼빌아파트.중원청소년수련관,하대원아튼빌아파트앞,37.429900 ,127.152267 ,쉘터형,"31-2(시내),60(시내),9800(시내),811(시내),357(시내),9400(시내),3-3(마을),302(서울),57(시내),350(시내),55(시내),31-3(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,중앙동,6039,신흥역하늘채3단지,하늘채 303동앞,37.441300 ,127.152000 ,쉘터형,8(마을),해당없음,N,N,N,N,N,LED(5단16열),일반의자,N,N,N
성남시,하대원동,6040,대하초등학교.중원청소년수련관,교회앞,37.430500 ,127.152717 ,쉘터형,"57(시내),31-3(시내),3-3(마을),302(서울),60(시내),811(시내),350(시내),357(시내),55(시내),9400(시내),9800(시내),31-2(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,중앙동,6041,중앙동행정복지센터,미용실앞,37.443150 ,127.155733 ,지주형,8(마을),해당없음,N,N,N,N,N,LED(3단6열),미설치,N,N,N
성남시,중앙동,6042,장애인복지센터,어린이집앞,37.443800 ,127.157200 ,지주형,8(마을),해당없음,N,N,N,Y,N,미설치,미설치,N,N,N
성남시,하대원동,6043,성남자이아파트,성남자이A앞,37.432283 ,127.157217 ,쉘터형,"31-2(시내),9800(시내),811(시내),57(시내),3-3(마을),302(서울),9400(시내),350(시내),357(시내),60(시내),55(시내),31-3(시내)",해당없음,N,N,Y,N,N,LCD(가로형 32''),온열의자,N,N,N
성남시,도촌동,6044,섬마을,E1가스충전소지나 광주방향,37.421533 ,127.157633 ,지주형,"500-2N(시내),500-1(시내),500-2(시내),3-1(시내),32-1(시내),32(시내),1117(시내),320(시내),500-1A(시내)",해당없음,N,N,N,Y,N,미설치,미설치,N,N,N
성남시,상대원2동,6045,상대원시장,상대원시장 입구,37.437433 ,127.158050 ,지주형,"220(시내),3-5(마을),7-2(마을)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,하대원동,6046,성남냉동,성남냉동,37.432083 ,127.157750 ,쉘터형,"57(시내),55(시내),60(시내),3-3(마을),9400(시내),302(서울),31-2(시내),811(시내),9800(시내),357(시내),350(시내),31-3(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,도촌동,6047,섬마을,성남방향,37.421783 ,127.158067 ,쉘터형,"500-1(시내),3-1(시내),500-1A(시내),500-2(시내),500-2N(시내),320(시내),32-1(시내),1117(시내),32(시내)",해당없음,N,N,N,Y,N,미설치,일반의자,N,N,N
성남시,상대원2동,6048,상대원시장,농협건너,37.435617 ,127.158267 ,쉘터형,"33-1(시내),720-1A(시내),3-5(마을),7-2(마을),303(서울),4425(서울),57(시내),3-1(시내),9800(시내),220(시내),100(시내),60(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,상대원2동,6049,상대원고개,우체국앞,37.439650 ,127.159083 ,쉘터형,"303(서울),4425(서울),3-5(마을),7-2(마을),220(시내)",해당없음,N,N,Y,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,상대원1동,6051,대원터널사거리.우리은행,우리은행,37.434167 ,127.158900 ,지주형,"33-1(시내),9800(시내),720-1A(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,금광1동,6052,단대쇼핑,단대쇼핑앞,37.444800 ,127.158967 ,쉘터형,"720-1A(시내),340(시내),57(시내),3-1(시내),17-1A(시내),60(시내),342(시내),17(시내),17-1(시내),382(시내),100(시내),100출(시내),3-4(마을),7(마을),87(마을)",해당없음,N,N,N,Y,N,LCD(세로형 32''),온열의자,N,N,N
성남시,상대원2동,6053,상대원시장.새마을금고,길치과,37.437017 ,127.158983 ,쉘터형,"7-2(마을),720-1A(시내),100(시내),33-1(시내),9800(시내),57(시내),3-1(시내),60(시내)",해당없음,N,N,Y,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,금광2동,6054,금광시장,삼천리자전거,37.449750 ,127.159300 ,쉘터형,"342(시내),810(시내),720-1A(시내),452(서울),51(시내),240(시내),333(시내),33(시내),10-2(마을),10-1(마을),10(마을),30(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,상대원2동,6055,상대원시장.새마을금고,상대원시장 입구,37.437450 ,127.159150 ,쉘터형,"720-1A(시내),33-1(시내),60(시내),9800(시내),100(시내),57(시내),3-1(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,금광1동,6056,단대쇼핑,단대쇼핑건너,37.444950 ,127.159200 ,지주형,"3-4(마을),87(마을),340(시내),60(시내),3-1(시내),720-1A(시내),342(시내),100출(시내),17(시내),382(시내),100(시내),17-1A(시내),57(시내),17-1(시내)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,상대원1동,6057,우리은행앞,우리은행건너,37.434350 ,127.158967 ,쉘터형,"57(시내),33-1(시내),7-2(마을),9800(시내),60(시내),3-1(시내),3-5(마을),720-1A(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,상대원2동,6058,상대원고개,단대오거리방향,37.440100 ,127.159733 ,지주형,"220(시내),7-2(마을),4425(서울),303(서울),3-5(마을)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,금광2동,6059,남한산성입구역.법원검찰청,남한산성입구역2번출구,37.451483 ,127.160100 ,쉘터형,"720-1A(시내),33-1(시내),반디2(시내),55(시내),6(시내),51(시내),333(시내),240(시내),452(서울),342(시내),30(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,상대원2동,6060,대원터널사거리,대원터널입구,37.432600 ,127.160167 ,쉘터형,"382(시내),720-1A(시내),33-1(시내),811(시내)",해당없음,N,N,N,Y,N,LED(3단6열),일반의자,N,N,N
성남시,금광2동,6061,금광시장.삼익아파트,삼익아파트앞,37.450400 ,127.160700 ,쉘터형,"810(시내),33-1(시내),33(시내),55(시내),6(시내)",해당없음,N,N,N,Y,N,LED(3단6열)(양면),일반의자,N,N,N
성남시,금광2동,6062,금광시장.삼익아파트,삼익아파트건너,37.450450 ,127.161000 ,지주형,"33-1(시내),810(시내),55(시내),33(시내),6(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,상대원2동,6063,현성아름빌아파트,새마을금고,37.438983 ,127.160817 ,지주형,"100(시내),9800(시내),60(시내),57(시내),3-1(시내),33-1(시내),720-1A(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,상대원1동,6064,대원터널앞사거리,상대원둔촌대로 / 대원터널앞사거리,37.433500 ,127.161050 ,쉘터형,"357(시내),31-2(시내),3-5(마을),3-3(마을),7-2(마을),3-1(시내),4425(서울),302(서울),303(서울),350(시내),220(시내),100(시내),9400(시내),31-3(시내),55(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,상대원2동,6065,현성아름빌아파트,새마을금고건너,37.438983 ,127.161183 ,지주형,"100(시내),9800(시내),3-1(시내),33-1(시내),7-2(마을),720-1A(시내),60(시내),57(시내)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,상대원1동,6066,대원사거리,대원터널스타워즈프라자,37.433017 ,127.161183 ,쉘터형,"3-1(시내),220(시내),31-2(시내),100(시내),357(시내),55(시내),3-3(마을),3-5(마을),4425(서울),302(서울),303(서울),31-3(시내),9400(시내),350(시내),382(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,상대원2동,6067,대일초교.학년쇼핑,농협건너,37.440383 ,127.162333 ,지주형,"100(시내),3-1(시내),9800(시내),60(시내),720-1A(시내),33-1(시내),57(시내)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,금광1동,6068,금광1.2동행정복지센터.중원어린이도서관,금광1동주민센터,37.445383 ,127.162683 ,지주형,"57(시내),100출(시내),3-1(시내),720-1A(시내),17-1(시내),87(마을),60(시내),17-1A(시내),340(시내),382(시내),7(마을),100(시내),17(시내)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,금광1동,6069,대일초교.학년쇼핑,학년쇼핑앞,37.440717 ,127.163033 ,쉘터형,"3-1(시내),9800(시내),720-1A(시내),57(시내),60(시내),100(시내),7-2(마을),33-1(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),온열의자,N,N,N
성남시,금광2동,6070,은행동현대아파트,현대A앞,37.450450 ,127.163633 ,쉘터형,"55(시내),810(시내),33(시내),6(시내),33-1(시내)",해당없음,N,N,Y,Y,N,LED(3단6열),일반의자,N,N,N
성남시,금광1동,6071,금광1.2동행정복지센터.중원어린이도서관,금광1동주민센터건너,37.445883 ,127.163417 ,지주형,"17-1A(시내),17-1(시내),57(시내),100(시내),7(마을),87(마을),340(시내),17(시내),100출(시내),720-1A(시내),60(시내),382(시내),3-1(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,금광2동,6072,은행동현대아파트,현대아파트건너,37.450400 ,127.164033 ,지주형,"55(시내),33-1(시내),810(시내),33(시내),6(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,상대원1동,6073,상대원1동행정복지센터,주민센터건너,37.432617 ,127.164383 ,쉘터형,"31-3(시내),31-2(시내),55(시내),9400(시내),3-5(마을),3-3(마을),303(서울),4425(서울),302(서울),100(시내),382(시내),220(시내),350(시내),357(시내),3-1(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),온열의자,N,N,N
성남시,금광1동,6074,구서고.금상초교,금상초교앞,37.442133 ,127.164817 ,쉘터형,"9800(시내),57(시내),720-1A(시내),33-1(시내),60(시내),7(마을),100(시내),3-1(시내)",해당없음,N,N,N,Y,N,LED(3단6열)(양면),온열의자,N,N,N
성남시,상대원1동,6075,상대원1동행정복지센터,상대원1동주민센터앞,37.433000 ,127.164917 ,쉘터형,"220(시내),31-3(시내),100(시내),357(시내),55(시내),9400(시내),3-5(마을),3-3(마을),303(서울),4425(서울),302(서울),31-2(시내),3-1(시내),350(시내),382(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),온열의자,N,N,N
성남시,금광1동,6076,구서고.금상초교,금상초교건너,37.442317 ,127.165800 ,쉘터형,"720-1A(시내),3-1(시내),60(시내),9800(시내),100(시내),57(시내),7(마을),33-1(시내)",해당없음,N,N,N,Y,N,LED(3단6열)(양면),일반의자,N,N,N
성남시,금광2동,6077,신구대학후문.오복슈퍼,오복슈퍼건너,37.450217 ,127.166183 ,지주형,"33(시내),33-1(시내),55(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,금광2동,6078,신구대학후문.오복슈퍼,오복슈퍼앞,37.450317 ,127.165967 ,지주형,"33(시내),55(시내),33-1(시내)",해당없음,N,N,N,N,N,LED(3단6열),미설치,N,N,N
성남시,금광2동,6079,메디칼약국,미래공인중개사,37.450983 ,127.166133 ,지주형,"810(시내),6(시내)",해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,금광2동,6080,메디칼약국,메디칼약국,37.450900 ,127.166417 ,지주형,"6(시내),810(시내)",해당없음,N,N,N,Y,N,미설치,미설치,N,N,N
성남시,금광1동,6081,신구대학.향군회관,금광공영주차장 ,37.446367 ,127.166333 ,지주형,"100출(시내),87(마을),340(시내),17(시내),720-1A(시내),17-1(시내),3-1(시내),60(시내),100(시내),57(시내),17-1A(시내),7(마을),382(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,금광1동,6082,신구대학.향군회관,금광공영주차장건너,37.446567 ,127.166000 ,지주형,"17-1(시내),3-1(시내),17-1A(시내),7(마을),100출(시내),340(시내),720-1A(시내),382(시내),57(시내),100(시내),87(마을),17(시내),60(시내)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,금광1동,6083,신구대학,GS25 / 버스종점,37.446283 ,127.167667 ,쉘터형,"33-1(시내),55(시내),3-4(마을),33(시내),60(시내)",해당없음,N,N,Y,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,금광1동,6084,신구대학사거리,농협앞,37.445800 ,127.167500 ,지주형,"60(시내),87(마을),100출(시내),3-1(시내),340(시내),382(시내),33(시내),100(시내),3-4(마을),720-1A(시내),33-1(시내),55(시내)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,금광2동,6085,생문약국,생문약국앞,37.451283 ,127.167700 ,지주형,"810(시내),6(시내)",해당없음,N,N,N,N,N,LCD(세로형 32''),미설치,N,N,N
성남시,금광2동,6086,생문약국,중부초교입구,37.451200 ,127.167683 ,기타,"6(시내),810(시내)",해당없음,N,N,N,Y,N,미설치,미설치,N,N,N
성남시,금광1동,6087,성남중원경찰서,금상초등학교,37.442767 ,127.167733 ,쉘터형,"33-1(시내),60(시내),57(시내),7(마을),100(시내),3-1(시내),9800(시내),720-1A(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,금광1동,6088,성남중원경찰서,놀이터앞,37.442517 ,127.167850 ,쉘터형,"57(시내),9800(시내),60(시내),3-1(시내),7(마을),720-1A(시내),33-1(시내),100(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,금광1동,6089,신구대학,신구대정문,37.446967 ,127.167967 ,지주형,"60(시내),7(마을),100출(시내),3-1(시내),17(시내),17-1A(시내),57(시내),17-1(시내)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,상대원1동,6091,상대원파출소.소방소,KB국민은행,37.431817 ,127.168417 ,쉘터형,"3-3(마을),31-3(시내),9400(시내),31-2(시내),6(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
