정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
샛말,43995,13,20,13,20,,1
생산기술연구원,38354,295,826,295,826,,37
생설미,43746,367,231,348,231,19,19
생설미입구,43125,5,7,5,7,,0
생설미입구,43607,18,5,15,5,3,0
생설미입구,43608,,55,,55,,1
샬롬원입구,90293,8,9,8,9,,0
샬롬원입구,90297,4,,4,,,0
서곶지구대,42338,11482,8127,11480,8127,2,653
서곶지구대,42339,11010,9342,11010,9342,,678
서교동,23037,189,4097,189,4097,,142
서교동,23038,10023,282,10023,282,,343
서구국민체육센터,42776,745,4477,745,4477,,174
서구문화회관,42212,1526,2122,1517,2122,9,121
서구문화회관,42213,3271,791,3207,791,64,135
서구보건소,42283,4709,3796,4700,3796,9,283
서구보건소,42285,3781,4414,3778,4414,3,273
서구영어마을,42448,7544,5758,7527,5758,17,443
서구영어마을,42449,4533,8081,4521,8081,12,420
서구청역(1번출구),42289,4069,4097,4053,4097,16,272
서구청역(3번출구),42284,1388,749,1386,749,2,71
서구청역(4번출구),42296,2199,2344,2192,2344,7,151
서남촌,43151,8,4,8,4,,0
서남촌,43640,6,6,6,6,,0
서당골,35676,40,63,39,63,1,3
서당골,35702,108,52,105,52,3,5
서두머리,43212,30,10,29,10,1,1
서두머리,43336,1,8,1,8,,0
서림초등학교,36036,11,749,9,749,2,25
서림초등학교,36047,13991,1563,13983,1563,8,518
서릿목,35418,128,438,128,438,,18
서릿목,35419,489,118,477,118,12,20
서면초등학교,38384,1661,1442,1657,1442,4,103
서문안,43385,20,135,20,135,,5
서문안,43584,186,18,157,18,29,6
서문안주유소,43965,110,10,101,10,9,4
서문안주유소,43966,4,174,4,174,,5
서부경찰서,42286,559,718,559,718,,42
서부공단입구,42299,4406,4560,4396,4560,10,298
서부공단입구,42301,5614,1264,5614,1264,,229
서부산업단지,89035,77,62,77,62,,4
서부산업단지,89036,40,268,40,268,,10
서사체험학습장,43487,16,9,16,9,,0
서사체험학습장,43712,7,12,7,12,,0
서성,43234,4,87,3,87,1,3
서성,43362,195,6,166,6,29,6
서운교,41114,765,4635,756,4635,9,180
서운교,41115,4266,379,4262,379,4,154
서운도서관,41099,1502,208,1502,208,,57
서운도서관,41102,156,1980,156,1980,,71
서운도서관,41668,53,2078,49,2078,4,71
서운동,41356,6968,600,6929,600,39,252
서운동성당,41207,1371,2208,1357,2208,14,119
서운일반산업단지,41660,2389,16,2338,16,51,80
서운일반산업단지(맞은편),41661,41,1649,21,1649,20,56
서운일반산업단지입구,41646,609,4058,607,4058,2,155
서운일반산업단지입구(맞은편),41647,1215,1226,1211,1226,4,81
서운중고등학교,41109,231,712,231,712,,31
서운중고등학교,41111,747,453,745,453,2,40
서울경금속,39039,216,3198,216,3198,,113
서울방화초등학교,25028,75,13,75,13,,2
서울역,11013,16456,11521,16456,11521,,932
서원아파트,37095,1703,1344,1695,1344,8,101
서인천가구단지,42017,1005,3277,1004,3277,1,142
서인천가구단지,42028,3599,2932,3576,2932,23,217
서인천가구단지,42800,541,103,541,103,,21
서인천고등학교,42346,4200,4720,4197,4720,3,297
서인천농협,42275,1460,578,1456,578,4,67
서인천농협,42277,230,947,230,947,,39
서인천세무서,89044,282,35,281,35,1,10
서인천세무서,89481,120,72,119,72,1,6
서인천세무서(중),89275,2273,2592,2273,2592,,162
서인천세무서(중),89276,1137,2463,1137,2463,,120
서인천자동차검사소,42640,692,3389,692,3389,,136
서인천자동차검사소,42641,4401,338,4401,338,,157
서창119안전센터,39900,10629,3387,10629,3387,,467
서창119안전센터 ,39899,5219,9742,5219,9742,,498
서창LH1단지아파트,92067,5353,334,5353,334,,189
서창LH1단지아파트,92068,798,3882,798,3882,,156
서창공영차고지,39871,7896,107,7861,107,35,266
서창공영차고지,39872,1714,5520,1631,5520,83,241
서창도서관,39893,1243,1712,1243,1712,,98
서창도서관,39894,1806,1096,1806,1096,,96
서창도서관입구,39956,178,1662,178,1662,,61
서창도서관입구,39957,2735,746,2731,746,4,116
서창동화원,39619,170,829,170,829,,33
서창동화원,39620,499,329,496,329,3,27
서창베라체아파트후문,39895,334,120,334,120,,15
서창베라체아파트후문,39896,34,451,34,451,,16
서창센트라스아파트후문,39916,6503,722,6499,722,4,240
서창센트라스아파트후문,39917,1231,4091,1230,4091,1,177
서창센트럴푸르지오,39811,3368,293,3362,293,6,122
서창센트럴푸르지오,39812,397,3189,396,3189,1,119
서창센트럴푸르지오,39903,13276,7966,13243,7966,33,708
서창센트럴푸르지오,39904,13295,12078,13294,12078,1,845
서창이편한세상1002동,39905,12671,7586,12658,7586,13,675
서창이편한세상1002동,39906,7650,13185,7649,13185,1,694
서창이편한세상정문,39854,658,12600,654,12600,4,441
서창이편한세상정문,39855,13679,551,13648,551,31,474
서창퍼스트뷰후문,39777,11587,2795,11587,2795,,479
서창퍼스트뷰후문맞은편,39778,1528,10474,1528,10474,,400
서창휴먼시아12단지,39897,2430,123,2430,123,,85
서창휴먼시아12단지,39898,329,1874,329,1874,,73
서초구청,22129,446,55,446,55,,16
서초동삼성아파트,22140,14,142,14,142,,5
서초아트자이아파트,31050,4167,12194,4167,12194,,545
서초역1번출구,31007,10380,27160,10380,27160,,1251
서초힐스아파트,22286,643,1661,643,1661,,76
서한리구마을회관,90294,8,8,8,8,,0
서한리구마을회관,90296,4,,4,,,0
서한리마을회관,90295,48,40,48,40,,2
서해5도특별경비단,35098,1524,161,1516,161,8,56
서해5도특별경비단,35884,44,1301,35,1301,9,44
서해그랑블,40828,2181,151,2181,151,,77
서해그랑블,42789,3294,8066,3293,8066,1,378
서해그랑블,42790,6612,2687,6609,2687,3,309
서해그랑블,42912,3920,773,3904,773,16,156
서해그랑블1단지아파트,38604,1057,28,1055,28,2,36
서해그랑블1단지아파트,38605,43,642,39,642,4,22
서해그랑블3단지아파트,38725,752,56,748,56,4,26
서해그랑블3단지아파트,38726,30,657,30,657,,22
서해그랑블아파트후문,39973,1959,2187,1952,2187,7,138
서해그랑블아파트후문,39974,2835,2683,2835,2683,,183
서해그랑블후문,40610,157,1075,157,1075,,41
서해수산연구소,35007,119,3,119,3,,4
서해수산연구소,35008,2,227,2,227,,7
서해아파트,38164,3016,1608,3016,1608,,154
서해아파트,38169,2052,2310,2052,2310,,145
서해아파트,41181,1568,2305,1555,2305,13,129
서해아파트,41182,2939,1445,2922,1445,17,146
서해아파트,42354,4032,9579,4032,9579,,453
서해아파트,42355,14130,4051,14130,4051,,606
서홍의입구,43446,9,15,9,15,,0
서홍의입구,43796,25,2,25,2,,0
서화초등학교(도화e편한세상),37438,15002,7558,14930,7558,72,752
서화초등학교(도화e편한세상),37623,9704,11885,9679,11885,25,719
서흥초등학교,36071,7413,3187,7382,3187,31,353
서흥초등학교,36116,526,385,525,385,1,30
서흥초등학교,36117,195,2302,191,2302,4,83
석건연립,37051,1898,7249,1893,7249,5,304
석남고가교입구사거리,42655,22700,8186,22697,8186,3,1029
석남고가사거리,42145,19670,17389,19572,17389,98,1235
석남고가사거리,42151,27781,19799,27723,19799,58,1586
석남금호어울림아파트101동,42656,4601,9319,4601,9319,,464
석남도서관,42182,926,2070,924,2070,2,99
석남동차고지,89156,634,1,634,1,,21
석남서초등학교,42108,5678,2972,5672,2972,6,288
석남신사거리,42149,2064,1618,2050,1618,14,122
석남신사거리,42150,2227,2674,2212,2674,15,163
석남역(5번출구),42577,21173,43651,21149,43651,24,2160
석남중앙교회,42138,3001,2045,2980,2045,21,168
석남중학교,42126,7880,5864,7852,5864,28,458
석남중학교,42128,7055,7257,6949,7257,106,477
석남초등학교,42165,10951,3380,10808,3380,143,477
석남초등학교,42167,3190,8699,3169,8699,21,396
석락아파트,37241,10522,8585,10472,8585,50,636
석락아파트,37244,1952,3578,1937,3578,15,184
석모1리마을회관,90145,48,22,48,22,,2
석모1리마을회관,90146,3,24,3,24,,0
석모대교(석모리방향),90137,,17,,17,,0
석모대교(석모리방향),90138,23,13,23,13,,1
석모대교(석포리방향),90139,29,2,29,2,,1
석모대교(석포리방향),90140,15,59,15,59,,2
석모대교(외포리방향),90121,8,55,7,55,1,2
석모대교(외포리방향),90122,20,6,20,6,,0
석모대교전망대,90249,14,17,13,17,1,1
석모대교전망대,90250,15,6,14,6,1,0
석모도미네랄온천,90163,66,39,65,39,1,3
석모도미네랄온천,90164,4,48,4,48,,1
석모도수목원입구(삼산초등학교),90143,16,49,15,49,1,2
석모도수목원입구(삼산초등학교),90144,71,29,69,29,2,3
석모도자연휴양림입구,90151,3,9,3,9,,0
석모도자연휴양림입구,90152,20,15,20,15,,1
석바위,37365,22633,19046,22552,19046,81,1389
석바위,37370,53043,40190,52908,40190,135,3107
석바위시장,37378,2491,6291,2473,6291,18,292
석바위시장,37381,24532,25107,24457,25107,75,1654
석바위시장,37382,21469,19107,21394,19107,75,1352
석바위시장,37384,5014,3954,4999,3954,15,298
석바위시장,37544,3063,4407,3039,4407,24,249
석바위시장역,37373,4771,5460,4746,5460,25,341
석바위시장역,37374,4094,4563,4074,4563,20,288
석산,43375,20,30,20,30,,1
석산,43833,19,4,19,4,,0
석산로,92051,1048,515,1012,515,36,52
석산로,92052,481,586,471,586,10,35
석암초등학교,37412,4278,4227,4237,4227,41,283
석암초등학교앞,37407,14521,8852,14393,8852,128,779
석정여자고등학교,39416,1729,301,1685,301,44,67
석정여자고등학교,39418,117,2021,111,2021,6,71
석조여래입상앞,43663,,21,,21,,0
석조여래입상앞,43692,53,1,50,1,3,1
석천사거리,39308,742,791,735,791,7,51
석천사거리역,39317,3987,7315,3981,7315,6,376
석천사거리역,39320,3029,3142,3007,3142,22,205
석천시장,39502,770,4131,764,4131,6,163
석포리마을회관,90191,23,5,23,5,,0
석포리마을회관,90192,6,24,6,24,,1
석포항,90203,18,39,17,39,1,1
선경그린빌라,42307,2405,1953,2399,1953,6,145
선경그린빌라,42541,85,836,83,836,2,30
선경아파트,40238,7343,1989,7343,1989,,311
선광,38542,2,413,2,413,,13
선광,38543,311,10,311,10,,10
선녀바위유원지,35004,534,7,532,7,2,18
선녀바위유원지,35006,95,577,95,577,,22
선녀바위해수욕장,35484,923,152,923,152,,35
선녀바위해수욕장,35485,287,863,287,863,,38
선동,43248,1,22,1,22,,0
선동,43886,49,2,45,2,4,1
선두1리,43009,241,95,239,95,2,11
선두1리,43099,60,150,51,150,9,7
선두4리마을회관,43242,22,8,22,8,,1
선두4리마을회관,43644,2,16,2,16,,0
선두5리어판장입구,90131,6,22,6,22,,0
선두5리어판장입구,90132,26,8,26,8,,1
선릉역,23218,2519,7,2519,7,,84
선릉역,23259,55,3989,55,3989,,134
선린감리교회,40043,3485,2098,3478,2098,7,186
선린감리교회,40047,4301,5766,4285,5766,16,335
선바위역,66001,20768,722,20768,722,,716
선바위역,66002,1326,37714,1326,37714,,1301
선수,43433,,18,,18,,0
선수,43483,24,14,21,14,3,1
선수여객선착장,43429,149,109,137,109,12,8
선수여객선착장,43479,4,44,4,44,,1
선수촌사거리,39889,186,660,183,660,3,28
선수촌사거리,39890,525,333,524,333,1,28
선원면사무소앞,90067,,17,,17,,0
선원면사무소앞,90068,7,11,6,11,1,0
선원면주민센터,43042,275,597,274,597,1,29
선원면주민센터,43070,472,195,463,195,9,22
선원사,43742,12,5,11,5,1,0
선원사초입,43307,13,11,11,11,2,0
선원사초입,43756,1,5,1,5,,0
선원초등학교,43044,56,168,56,168,,7
선원초등학교,43045,259,42,245,42,14,10
선유고등학교,28017,10842,680,10842,680,,384
선유고등학교,28018,746,11831,746,11831,,419
선재대교,44085,12,,11,,1,0
선재대교,44175,1,8,,8,1,0
선재대교입구,44005,29,425,26,425,3,15
선재대교입구,44006,454,54,442,54,12,16
선주삼거리,41481,2,19,2,19,,0
선주지다리,41480,7,47,7,47,,1
선학동행정복지센터.정광아파트,38297,1457,1054,1446,1054,11,83
선학사거리,38295,1432,3904,1423,3904,9,177
선학아파트,38232,6351,1662,6342,1662,9,267
선학아파트,38343,3415,10090,3409,10090,6,450
선학어린이집,38300,1865,1965,1815,1965,50,127
선학역,38305,33021,15037,32950,15037,71,1601
선학역(1번출구),38306,19715,26000,19648,26000,67,1523
선학중학교,38283,875,986,850,986,25,62
선학체육관(하키경기장),38308,2930,1685,2917,1685,13,153
선학체육관(하키경기장),38309,1921,4069,1909,4069,12,199
선행리입구,43908,10,64,10,64,,2
선행리입구,43909,36,2,36,2,,1
설호아파트,43378,25,105,25,105,,4
설호아파트,43618,99,32,97,32,2,4
성강지식산업센터,39837,511,718,511,718,,40
성경,43603,133,24,127,24,6,5
성경,43771,18,168,18,168,,6
성리중학교,39969,34,15,34,15,,1
성리중학교,39979,2,202,2,202,,6
성리초등학교,39200,20337,19976,20244,19976,93,1343
성리초등학교,39201,9458,15181,9433,15181,25,821
성문교회,39462,498,8,498,8,,16
성문아파트,39591,3979,1648,3945,1648,34,187
성문아파트(문화연립),39257,2963,3867,2943,3867,20,227
성민병원,42159,14582,14530,14441,14530,141,970
성민병원,42162,13851,16441,13770,16441,81,1009
성보공업,42007,2056,2308,2038,2308,18,145
성산교회,40572,1616,7765,1574,7765,42,312
성신아크릴산업,89313,123,7,116,7,7,4
성신아크릴산업,89327,,150,,150,,5
성웅아파트,42048,3878,2705,3860,2705,18,219
성웅아파트,42051,3933,2679,3929,2679,4,220
성원기계,92016,1566,1734,1564,1734,2,110
성원빌딩.우편취급국,37425,11113,6152,11110,6152,3,575
성원아파트,70022,2554,9,2544,9,10,85
성일산업,39787,924,1613,920,1613,4,84
성일산업,39788,1232,780,1231,780,1,67
성일아파트후문앞,40311,801,515,800,515,1,43
성지아파트,38017,23160,40962,23152,40962,8,2137
성지아파트,41025,5096,3724,5096,3724,,294
성지초등학교,41033,2290,3651,2275,3651,15,198
성지초등학교,41034,2925,1954,2889,1954,36,162
성터지,43038,217,89,217,89,,10
성터지,43039,87,204,86,204,1,9
성호아파트,38204,11401,11524,11359,11524,42,764
세광2차아파트,43758,1740,505,1713,505,27,74
세광2차아파트,43857,330,1422,322,1422,8,58
세광아파트,43049,906,2113,895,2113,11,100
세광아파트,43050,2428,699,2396,699,32,104
세농푸드,41510,35,2,35,2,,1
세우산업,39094,2008,4433,2007,4433,1,214
세월천사거리,40489,4510,11460,4478,11460,32,532
세일빌라.인천산림조합,39158,2619,1150,2614,1150,5,125
세일빌라.인천산림조합,39159,4579,3772,4571,3772,8,278
세현정공,39033,900,1787,900,1787,,89
세화파렛텍,90216,63,39,63,39,,3
센타빌딩,39902,10889,12009,10888,12009,1,763
센트럴공원,38490,1010,3099,1010,3099,,136
센트럴자이,39884,3784,2358,3781,2358,3,204
센트럴파크1,38463,346,113,346,113,,15
센트럴파크2,38464,198,272,198,272,,15
센트럴파크역,38397,8588,1261,8588,1261,,328
센트럴파크역,38574,909,2528,905,2528,4,114
센트럴파크푸르지오아파트,38544,1847,1167,1844,1167,3,100
센트럴파크푸르지오아파트,38545,1007,1791,1002,1791,5,93
센트럴푸르지오501동앞,92071,1424,419,1414,419,10,61
셀트리온(주),38319,223,534,223,534,,25
셀트리온(주)앞,38513,497,419,496,419,1,30
셀트리온2공장앞,38474,750,790,748,790,2,51
셀트리온2공장앞,38475,1756,740,1756,740,,83
소게,43185,5,123,5,123,,4
소게,43243,82,1,80,1,2,2
소구월사거리,39266,5050,11282,5035,11282,15,544
소구월사거리,39268,4394,3425,4345,3425,49,260
소나무,43396,62,,59,,3,2
소나무,43805,2,61,2,61,,2
소담(장미)마을입구,90236,,5,,5,,0
소담(장미)마을입구,90237,5,,5,,,0
소동,43412,64,1,63,1,1,2
소동,43829,1,179,1,179,,6
소래도서관,39829,23,400,4,400,19,14
소래산등산로입구,39770,,32,,32,,1
소래산등산로입구,39771,17,1,17,1,,0
소래산입구,39668,3,443,3,443,,14
소래산입구,39670,463,6,462,6,1,15
소래역사관,39816,170,1389,170,1389,,51
소래역사관,39817,3019,158,3004,158,15,105
소래초등학교,39615,249,267,249,267,,17
소래포구,39815,1276,83,1273,83,3,45
소래포구,39818,101,3241,99,3241,2,111
소래포구 해오름광장,92074,92,1142,92,1142,,41
소래포구역,39647,3515,1632,3515,1632,,171
소래포구역,39648,2333,5339,2327,5339,6,255
소래포구역,39710,1838,64,1830,64,8,63
소래포구역앞,92063,2312,1064,2312,1064,,112
소래포구역종점,39793,593,23,579,23,14,20
소래포구입구,70009,657,158,650,158,7,27
소래포구입구(논현푸르지오A),39109,320,922,319,922,1,41
소래포구입구(논현푸르지오A),39114,262,183,260,183,2,14
소래풍림아파트,39122,2674,813,2666,813,8,116
소리공원(하모니로),38721,687,759,687,759,,48
소리공원(하모니로),38722,257,434,256,434,1,23
소망탑빌라,40116,9,276,9,276,,9
소방대앞,90022,8,88,6,88,2,3
소방대앞,90023,208,4,203,4,5,7
소산서원,70011,179,631,178,631,1,27
소산서원,70012,280,454,274,454,6,24
소장전,43996,10,23,9,23,1,1
소장전,43997,8,6,8,6,,0
소촌마을,41662,205,10,205,10,,7
속아지,43344,33,,31,,2,1
속아지,43848,,17,,17,,0
솔밭마을,38193,873,289,870,289,3,38
솔빛마을,36034,8972,9200,8921,9200,51,605
솔빛마을,36037,5705,6297,5681,6297,24,400
솔빛마을주공아파트,36049,10426,6849,10400,6849,26,575
솔빛마을주공아파트,36050,9565,12200,9547,12200,18,725
솔빛주공2단지,36045,1114,780,1101,780,13,63
솔안공원,38348,11133,6596,11095,6596,38,590
솔정,43526,12,1,10,1,2,0
솔정,43871,5,16,2,16,3,0
솔정1리마을회관,90085,,1,,1,,0
솔정1리마을회관,90086,1,1,1,1,,0
솔정마을,43129,34,2,21,2,13,1
솔정마을,43811,8,,7,,1,0
솔정마을,43872,16,35,12,35,4,1
솔정마을,90108,,11,,11,,0
솔정정미소,43130,15,22,15,22,,1
솔정정미소,43134,38,5,32,5,6,1
솔터마을입구,80327,1078,340,1077,340,1,47
솔터마을입구,80336,1386,1195,1384,1195,2,86
솔펜션,44143,5,14,5,14,,0
솔펜션,44177,5,3,5,3,,0
송곡촌,43439,18,42,18,42,,2
송곡촌,43815,46,32,46,32,,2
송내고교입구,11014,71,447,71,447,,17
송내고교입구,11015,741,153,740,153,1,29
송내고등학교,40219,2531,2607,2511,2607,20,171
송내남부역,40761,45,1291,45,1291,,44
송내역.로데오거리,55267,5490,28087,5446,28087,44,1119
송내역.영화의거리,55263,24682,6792,24606,6792,76,1049
송내역남부,56002,88556,71299,88497,71299,59,5328
송내역남부,56005,102049,81261,101895,81261,154,6110
송담초등학교,38667,2230,653,2230,653,,96
송담초등학교,38668,763,2061,763,2061,,94
송도1동행정복지센터,38012,5288,13231,5283,13231,5,617
송도2동행정복지센터,38492,5155,3003,5146,3003,9,271
송도2동행정복지센터,38588,1291,2096,1291,2096,,112
송도MTB파크,38746,151,214,151,214,,12
송도SK뷰(101동),38635,1690,611,1690,611,,76
송도SK뷰(105동),38632,46,550,46,550,,19
송도SK뷰(105동),38633,888,147,888,147,,34
송도sk뷰,38707,864,3571,860,3571,4,147
송도sk뷰,38708,661,1444,661,1444,,70
송도고입구,38215,3301,2864,3290,2864,11,205
송도고입구,38221,2977,1165,2968,1165,9,138
송도공영차고지,38472,499,27,499,27,,17
송도국제교입구,38597,257,,257,,,8
송도국제도시디에트르시그니처뷰,38771,947,1044,947,1044,,66
송도글로벌캠퍼스푸르지오아파트,38711,731,697,731,697,,47
송도누리공원,38663,3806,4439,3803,4439,3,274
송도누리공원,38664,1141,3483,1141,3483,,154
송도달빛축제공원,38776,22,93,22,93,,3
송도달빛축제공원역,38696,18374,3043,18366,3043,8,713
송도달빛축제공원역,38697,2566,15429,2564,15429,2,599
송도더샵그린스퀘어,39843,3627,1521,3625,1521,2,171
송도더샵그린워크,38526,1121,303,1121,303,,47
송도더샵그린워크2차,38493,2110,3209,2109,3209,1,177
송도더샵마스터뷰21단지,38578,5844,709,5827,709,17,218
송도더샵마스터뷰22단지,38693,669,373,669,373,,34
송도더샵마스터뷰22단지(2202동),38698,206,446,206,446,,21
송도더샵마스터뷰22단지(2202동),38712,320,994,320,994,,43
송도더샵마스터뷰22단지(정문),38694,285,1125,285,1125,,47
송도더샵마스터뷰22단지(하행),38695,263,549,263,549,,27
송도더샵마스터뷰23단지,38441,3193,3496,3176,3496,17,222
송도더샵마스터뷰23단지,38442,536,5988,535,5988,1,217
송도더샵마스터뷰23단지(정문),38692,1636,290,1636,290,,64
송도더샵센트럴시티,39842,2435,3198,2424,3198,11,187
송도더샵센트럴시티.글로벌캠퍼스푸르지오,38647,5090,1093,5090,1093,,206
송도더샵퍼스트월드,38589,1131,1615,1131,1615,,91
송도더샵퍼스트월드(동문),38013,18182,7120,18176,7120,6,843
송도더샵퍼스트월드(서문),38381,3853,1495,3848,1495,5,178
송도더샵퍼스트월드B동.C동,38425,3561,2248,3555,2248,6,193
송도더샵퍼스트월드D동,38009,1742,2032,1739,2032,3,125
송도더샵퍼스트파크14단지,38560,529,3501,516,3501,13,134
송도더샵퍼스트파크14단지,38577,2826,343,2810,343,16,105
송도더샵퍼스트파크15단지,38559,188,1031,186,1031,2,40
송도더샵퍼스트파크15단지,38576,1032,156,1008,156,24,39
송도더샵하버뷰2차,38467,2591,12457,2576,12457,15,501
송도동일하이빌파크포레아파트,38680,2883,1026,2836,1026,47,130
송도라마다호텔앞,38065,2292,4474,2283,4474,9,225
송도라마다호텔앞,38067,11550,8238,11486,8238,64,659
송도랜드마크시티13호근린공원,38738,227,1189,227,1189,,47
송도랜드마크시티13호근린공원,38739,917,424,917,424,,44
송도랜드마크푸르지오시티,38747,665,1192,662,1192,3,61
송도베르디움더퍼스트후문,39985,1111,4761,1111,4761,,195
송도세브란스병원,38651,20,609,20,609,,20
송도센트럴파크,38452,2505,5869,2505,5869,,279
송도센트럴파크역,38563,2192,964,2188,964,4,105
송도소방서(송도스마트밸리),39801,1983,2865,1983,2865,,161
송도스마트밸리,39802,4340,1769,4340,1769,,203
송도스포츠센터(LNG야구장),39721,1474,937,1474,937,,80
송도아트윈푸르지오,38549,560,450,549,450,11,33
송도아트윈푸르지오,38562,4,317,4,317,,10
송도에듀포레푸르지오,39921,1432,3236,1432,3236,,155
송도에듀포레푸르지오후문,39986,5183,707,5183,707,,196
송도역,38213,2706,2405,2705,2405,1,170
송도역,38505,8478,16727,8451,16727,27,840
송도역,38669,811,1306,811,1306,,70
송도영남아파트,38224,9144,6793,9109,6793,35,531
송도오션파크베르디움,38642,1300,16907,1295,16907,5,606
송도요양원,38144,1574,2117,1574,2117,,123
송도유원지(도로교통공단),38081,10794,12335,10750,12335,44,770
송도유원지(도로교통공단),38088,19483,7542,19340,7542,143,900
송도자이하버뷰,38521,2910,1649,2910,1649,,151
송도자이하버뷰1단지,38468,16167,2479,16164,2479,3,621
송도자이하버뷰2단지(202동),38488,1605,3386,1588,3386,17,166
송도자이하버뷰2단지(205동),38455,503,405,503,405,,30
송도자이하버뷰2단지(정문),38465,2459,1635,2444,1635,15,136
송도자이하버뷰2단지(정문),38498,1706,1726,1706,1726,,114
송도재래시장,38207,6138,6825,6122,6825,16,432
송도재래시장,38210,8141,7856,8126,7856,15,533
송도재래시장,38220,6263,2490,6243,2490,20,291
송도제2차고지,38703,462,13,422,13,40,15
송도제2차고지입구,38735,220,438,217,438,3,21
송도중학교,35155,11430,13132,11359,13132,71,818
송도지웰푸르지오시티,38424,6434,9432,6422,9432,12,528
송도채석장,38175,634,2115,634,2115,,91
송도체육센터,38699,138,657,138,657,,26
송도체육센터,38700,732,131,727,131,5,28
송도컨벤시아,38367,2417,7748,2410,7748,7,338
송도컨벤시아,38369,3316,1751,3304,1751,12,168
송도컨벤시아남문,38660,2328,1223,2328,1223,,118
송도컨벤시아남문,38661,1078,2061,1078,2061,,104
송도타임스페이스,38720,1556,5709,1552,5709,4,242
송도테크노파크IT센터,38752,25,1157,25,1157,,39
송도테크노파크IT센터,39929,5041,2414,5041,2414,,248
송도파크레인동일하이빌,38625,5,64,5,64,,2
송도파크레인동일하이빌,38626,695,5,695,5,,23
송도파크레인입구,38538,471,3074,471,3074,,118
송도파크레인입구,38539,1314,1345,1314,1345,,88
송도파크자이,38627,703,504,697,504,6,40
송도파크자이,38628,11,585,11,585,,19
송도파크자이아파트,38638,8951,7734,8920,7734,31,556
송도파크자이아파트정문,38677,1124,5199,1108,5199,16,210
송도푸르지오월드마크,38426,5511,6397,5502,6397,9,396
송도푸르지오하버뷰,38494,3208,4435,3207,4435,1,254
송도풍림아이원1단지,38033,2914,24518,2882,24518,32,914
송도풍림아이원2단지,38025,9183,15073,9127,15073,56,808
송도풍림아이원2단지,38026,9119,5389,9104,5389,15,483
송도풍림아이원2단지,38034,24761,2959,24720,2959,41,924
송도풍림아이원4단지,38032,3582,9115,3575,9115,7,423
송도힐스테이트,38479,15668,6366,15666,6366,2,734
송도힐스테이트5단지,38393,5593,6578,5593,6578,,405
송도힐스테이트6단지,38554,8,73,8,73,,2
송동마을.서초힐스아파트,22962,1423,99,1423,99,,50
송림119안전센터,36165,84,223,84,223,,10
송림3.5동행정복지센터(재능대),36030,2156,8039,2154,8039,2,339
송림4동행정복지센터,36127,2068,1950,2066,1950,2,133
송림고가교,37491,2256,1319,2248,1319,8,119
송림고가교,37492,1349,2396,1346,2396,3,124
송림고개(도화신동아아파트),37439,8810,8549,8772,8549,38,578
송림고개(도화신동아아파트),37501,10547,7687,10529,7687,18,607
송림동진로아파트,36154,261,276,261,276,,17
송림동진로아파트,36155,93,760,93,760,,28
송림빌라,43316,50,1,50,1,,1
송림빌라,43775,,33,,33,,1
송림시장,36015,192,363,192,363,,18
송림오거리,36131,13801,3825,13779,3825,22,587
송림오거리,36132,3556,9010,3543,9010,13,418
송림주유소,36090,641,473,637,473,4,37
송림체육관,36130,526,59,526,59,,19
송림체육관,36148,30,392,29,392,1,14
송림체육관후문,36152,315,703,315,703,,33
송림체육관후문,36153,763,390,762,390,1,38
송림휴먼시아,36124,8,680,8,680,,22
송림휴먼시아,36125,72,1414,72,1414,,49
송마3리,80157,927,29,927,29,,31
송마3리,80158,27,454,27,454,,16
송마리입구,80159,49,767,49,767,,27
송마리입구,80160,407,160,407,160,,18
송명초등학교,92013,3736,250,3736,250,,132
송산,43482,55,27,55,27,,2
송산,43710,43,68,42,68,1,3
송산교회,43956,21,35,20,35,1,1
송산삼거리,43480,36,2,28,2,8,1
송산삼거리,43611,,34,,34,,1
송암박두성생가입구,90396,,22,,22,,0
송암박두성생가입구,90397,23,,22,,1,0
송월동동화마을,35189,6004,2997,5957,2997,47,300
송월동동화마을,35190,2686,7684,2678,7684,8,345
송월아파트,35193,2896,607,2872,607,24,116
송월아파트,35194,824,3030,816,3030,8,128
송정역,25184,42,3568,42,3568,,120
송정역,25185,5802,97,5798,97,4,196
송학둥지아파트,38584,3765,3660,3756,3660,9,247
송학둥지아파트,38585,2302,4153,2293,4153,9,215
송해교회,43384,302,92,299,92,3,13
송해교회,43769,61,330,60,330,1,13
송해면사무소,43708,34,96,29,96,5,4
송해면사무소,43809,82,38,81,38,1,4
송해삼거리,43386,319,35,298,35,21,11
송해삼거리,43819,107,413,105,413,2,17
송해초등학교,43807,19,138,19,138,,5
송해초등학교,43820,97,22,96,22,1,3
송현시장.수도국산달동네박물관,36019,7328,5577,7248,5577,80,430
송현시장.수도국산달동네박물관,36020,5812,22295,5780,22295,32,936
송현시장.수도국산달동네박물관,36025,35,497,32,497,3,17
송현아파트,36065,5535,3576,5516,3576,19,303
송현아파트,36067,2095,4100,2094,4100,1,206
송현주공아파트,36073,812,2613,811,2613,1,114
송현주공아파트,36080,10821,5486,10791,5486,30,543
송현주공아파트후문,36162,729,3007,728,3007,1,124
쇠골큰말,89318,63,44,63,44,,3
쇠골큰말,89321,94,16,88,16,6,3
