정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
수곡(월곳리),43191,47,,46,,1,1
수곡(월곳리),43620,,22,,22,,0
수광티티아이,90215,17,24,17,24,,1
수도군수지원단(장애인복지관),40825,5826,1543,5799,1543,27,245
수도군수지원단(장애인복지관),40826,7,1813,3,1813,4,60
수림공원,39347,1746,742,1746,742,,82
수림공원,39351,656,1511,656,1511,,72
수변로삼거리,40367,1050,466,1050,466,,50
수변로삼거리,40370,2674,4967,2665,4967,9,254
수봉공원,37289,1644,1411,1644,1411,,101
수봉공원,37569,1121,3251,1121,3251,,145
수봉공원.인천수봉문화회관입구,37362,12090,6685,12028,6685,62,625
수봉공원.인천수봉문화회관입구,37369,8701,13188,8653,13188,48,729
수봉마을쉼터,37570,2838,3550,2838,3550,,212
수봉마을쉼터,37571,2716,1859,2716,1859,,152
수부촌,43041,109,193,108,193,1,10
수산동,39175,326,734,326,734,,35
수산동,39176,349,441,349,441,,26
수양관,43245,15,40,13,40,2,1
수양관,43645,79,24,79,24,,3
수인곡물시장,35134,2517,2542,2481,2542,36,168
수정제입구,90290,4,6,4,6,,0
수촌,43111,89,2,87,2,2,3
수촌,43358,,83,,83,,2
수출산업단지6공단입구,40009,3668,4501,3656,4501,12,272
수출산업단지6공단입구,40010,2364,2298,2350,2298,14,155
수행마을.홈플러스,80074,741,26,741,26,,25
수행마을.홈플러스,80075,83,589,83,589,,22
수현마을,39487,2343,3094,2313,3094,30,181
수현마을,39488,4787,4714,4755,4714,32,316
수협,43060,174,1018,172,1018,2,39
수협,43062,3397,8909,3358,8909,39,410
수협(인천해양센터),35080,2653,82,2620,82,33,91
수협(인천해양센터),35081,79,3451,79,3451,,117
수협온수지점,90411,1132,393,1120,393,12,50
수협온수지점,90413,279,1247,274,1247,5,50
순복음교회,37253,9065,26162,9021,26162,44,1174
순복음교회,39181,18402,8053,18315,8053,87,881
순복음교회,40661,13392,7150,13389,7150,3,684
순천향대학병원.부명고,55037,8052,1024,8030,1024,22,302
숭덕여중고입구,39461,11614,23345,11543,23345,71,1165
숭덕여중고입구,39463,15171,12364,15103,12364,68,917
숭덕여중고입구,39466,6125,875,6027,875,98,233
숭뢰2리,43421,73,163,65,163,8,7
숭뢰2리,43704,160,24,144,24,16,6
숭보사입구,40851,146,21,136,21,10,5
숭보사입구,40918,,52,,52,,1
숭의1.3동(극동아파트),37328,518,678,514,678,4,39
숭의1.3동(극동아파트),37337,518,802,514,802,4,44
숭의2동행정복지센터,37563,1877,2126,1877,2126,,133
숭의교회,37269,17828,9740,17762,9740,66,918
숭의교회,37271,12317,15237,12276,15237,41,918
숭의로터리,37265,6675,20057,6659,20057,16,891
숭의로터리,37266,16069,5710,16017,5710,52,725
숭의로터리,37273,17973,8628,17932,8628,41,886
숭의로터리.도원체육관,37276,8380,12889,8351,12889,29,708
숭의목공예마을앞,37313,8511,8728,8416,8728,95,574
숭의목공예마을앞,37315,6457,7296,6411,7296,46,458
숭의박문아파트,37353,1525,2649,1519,2649,6,139
숭의박문아파트,37354,2627,1473,2620,1473,7,136
숭의보건지소,37532,14023,3907,14011,3907,12,597
숭의역(1번출구),37510,45406,21673,45335,21673,71,2235
숭의역(2번출구),37211,25624,33126,25592,33126,32,1958
숭의역(3번출구),35133,949,2890,949,2890,,127
숭의역(4번출구),35135,3236,2169,3236,2169,,180
숭의초등학교,37296,1219,705,1208,705,11,64
숭의초등학교,37308,1159,3507,1159,3507,,155
숭의초등학교입구,37287,1636,1637,1632,1637,4,109
숲속마을,39649,5845,3514,5840,3514,5,311
숲속마을,39722,1408,4139,1404,4139,4,184
쉐보레인천서비스,40433,1623,4343,1618,4343,5,198
쉐보레출고사무소,89160,1917,25,1909,25,8,64
쉴낙원인천장례식장,41458,1168,2067,1168,2067,,107
스카이시티자이.화성파크드림,35650,2607,6252,2606,6252,1,295
스타파이브입구,35428,198,48,190,48,8,8
스타파이브입구,35429,14,165,14,165,,5
스태츠칩팩코리아,35641,13,473,13,473,,16
스태츠칩팩코리아,35642,391,6,391,6,,13
스틸랜드,70228,178,449,175,449,3,20
스틸랜드,70229,358,170,353,170,5,17
스포월드골프연습장,42439,102,165,96,165,6,8
스포월드골프연습장,42440,14,153,14,153,,5
승기천,39169,1051,6106,1041,6106,10,238
승기천,39170,527,4624,527,4624,,171
시대아파트,38340,16164,12901,16124,12901,40,968
시리미,43330,39,56,33,56,6,3
시리미,43631,17,,17,,,0
시립가좌테니스장,37581,232,1315,232,1315,,51
시립가좌테니스장,37582,201,2585,201,2585,,92
시민공원,37359,13327,5250,13251,5250,76,619
시민공원(문화창작지대)역,37344,23811,21782,23760,21782,51,1519
시민공원(문화창작지대)역,37346,32905,28881,32786,28881,119,2059
시민공원.문화창작지대,37334,16424,33407,16371,33407,53,1661
시민공원.문화창작지대,37468,1726,1360,1716,1360,10,102
시민의숲.양재꽃시장,31002,13943,3773,13943,3773,,590
시민의숲.양재꽃시장,31003,1534,4591,1534,4591,,204
시장로터리(중앙철재),40261,2162,1726,2154,1726,8,129
시청광장입구,39217,16973,21930,16864,21930,109,1296
시청광장입구,39218,21873,16883,21811,16883,62,1291
시흥대야역.영남아파트,70027,541,1755,540,1755,1,76
시흥대야역.영남아파트,70028,2039,832,2025,832,14,95
시흥보건소,70015,1891,534,1886,534,5,80
시흥보건소,70016,489,1825,486,1825,3,77
시흥영업소,25846,121,101,121,101,,7
시흥영업소,25847,93,118,93,118,,7
신골입구,43998,6,38,6,38,,1
신골입구,43999,34,4,34,4,,1
신광주유소,43470,8,7,8,7,,0
신광주유소,43524,8,2,7,2,1,0
신광초등학교,35142,413,341,405,341,8,25
신기.남부종합시장(진흥사거리),37217,49339,28723,49161,28723,178,2602
신기.남부종합시장(진흥사거리),37219,15518,29545,15445,29545,73,1502
신기사거리,37275,13294,14928,13256,14928,38,940
신김포농협대곶지점,80147,83,37,83,37,,4
신김포농협대곶지점,80148,86,228,84,228,2,10
신논현역,32055,10293,68,10293,68,,345
신논현역.우신빌딩,31057,90,5664,90,5664,,191
신당리동촌부락,90090,25,1,25,1,,0
신당리동촌부락,90091,,3,,3,,0
신당리마을회관,90087,,2,,2,,0
신당촌,90114,5,2,5,2,,0
신대진중앙아파트,41271,3801,2965,3784,2965,17,225
신대진중앙아파트,41274,2063,3441,2061,3441,2,183
신도실업(주),40625,584,1667,584,1667,,75
신동마을,90253,,2,,2,,0
신동마을,90254,3,4,2,4,1,0
신동아1.2차아파트,37507,8839,5879,8819,5879,20,490
신동아1단지,70038,101,225,90,225,11,10
신동아1단지.한일아파트,70037,282,145,282,145,,14
신동아3차아파트,37119,11153,15970,11143,15970,10,904
신동아3차아파트,37120,11046,17721,11042,17721,4,958
신동아3차아파트,37494,9465,6052,9407,6052,58,517
신동아상가,40860,4949,3523,4949,3523,,282
신동아상가(백운역방면),40068,5333,8154,5329,8154,4,449
신동아아파트,37072,8,1002,8,1002,,33
신동아아파트,37143,9011,13617,8999,13617,12,754
신동아아파트,37160,5758,7763,5749,7763,9,450
신동아아파트,37525,2018,7349,2013,7349,5,312
신동아아파트,39381,2634,6541,2634,6541,,305
신동아아파트,39382,16285,6144,16245,6144,40,747
신동아아파트,41349,6305,958,6289,958,16,242
신동아아파트,41350,1458,5774,1457,5774,1,241
신동아아파트(B),37162,10867,9846,10853,9846,14,690
신동아아파트116동,40060,3467,11306,3467,11306,,492
신동아아파트116동,40859,7705,2848,7705,2848,,351
신동아아파트3차,37090,9753,979,9744,979,9,357
신동아아파트3차,37097,3290,8948,3283,8948,7,407
신동아아파트4차,37121,4788,1770,4767,1770,21,218
신동아아파트4차,37123,2543,3383,2541,3383,2,197
신동아아파트5차,37141,12595,3993,12561,3993,34,552
신동아아파트8차,37135,1419,3408,1415,3408,4,160
신동아아파트8차,37136,4347,1028,4344,1028,3,179
신동양아파트,41202,3441,10083,3439,10083,2,450
신동양아파트,41203,9202,4082,9193,4082,9,442
신라아파트,37277,6910,6370,6884,6370,26,442
신라아파트,37543,1795,3938,1784,3938,11,191
신명보람마을.삼부한신아파트,40511,2351,2867,2349,2867,2,173
신명보람마을.삼부한신아파트,40512,592,984,591,984,1,52
신명스카이뷰,35453,1619,2983,1619,2983,,153
신명스카이뷰,35456,8366,4504,8365,4504,1,429
신명스카이뷰,42737,146,371,146,371,,17
신명스카이뷰정문,35455,5362,8209,5359,8209,3,452
신명아파트,42081,8074,11588,8026,11588,48,655
신명아파트.대우3차아파트,70018,370,3075,364,3075,6,114
신명아파트앞,42799,12,844,12,844,,28
신반포역.세화여중고,31033,700,36,700,36,,24
신봉삼거리,43126,112,1,112,1,,3
신봉삼거리,43127,3,18,3,18,,0
신봉삼거리,43463,74,75,70,75,4,4
신봉삼거리,43814,11,8,11,8,,0
신봉이발관,43458,27,15,25,15,2,1
신봉이발관,43786,6,54,6,54,,2
신북항고가교,42104,2606,2588,2599,2588,7,173
신북항고가교,42109,1619,3153,1608,3153,11,159
신분당선.강남역4번출구,23572,9112,3204,9112,3204,,410
신비마을아파트,37164,394,1729,370,1729,24,70
신비마을아파트,37223,4762,8072,4728,8072,34,427
신비마을아파트,37225,7107,3904,7071,3904,36,367
신비마을아파트,37555,205,1037,204,1037,1,41
신비마을아파트(112동),37171,5085,3412,5037,3412,48,283
신삼1리마을회관,43405,104,,103,,1,3
신삼1리마을회관,43791,2,110,2,110,,3
신삼2리마을회관,43400,146,2,143,2,3,4
신삼2리마을회관,43825,8,84,8,84,,3
신삼리입구,43606,9,6,9,6,,0
신삼리입구,43801,3,37,3,37,,1
신선지입구,90346,7,1,4,1,3,0
신선지입구,90347,,26,,26,,0
신선초등학교,35086,5893,10369,5859,10369,34,542
신선초등학교,35089,9939,3840,9913,3840,26,459
신선초등학교앞,37055,3187,969,3164,969,23,138
신설동,35413,9,44,8,44,1,1
신설동,35416,37,10,37,10,,1
신설동(3거리),35018,98,3,98,3,,3
신설동(3거리),35019,8,108,8,108,,3
신성미소지움,40099,2454,31,2433,31,21,82
신성미소지움,40102,37,1790,27,1790,10,60
신성미소지움,40643,1981,14136,1977,14136,4,537
신성미소지움,40649,7143,2301,7134,2301,9,314
신성미소지움후문,40660,2,519,2,519,,17
신성성결교회(올림피아병원),39355,13916,9031,13891,9031,25,764
신세계아파트,39383,3252,4865,3239,4865,13,270
신송고등학교,38023,1582,3535,1570,3535,12,170
신송고등학교,38024,3655,2339,3628,2339,27,199
신안실크밸리 ,35220,1047,458,1047,458,,50
신연수역(1번출구),38263,4457,3688,4435,3688,22,271
신연수역(2번출구),38231,3034,595,3034,595,,120
신연수역(3번출구),38228,6053,4546,6033,4546,20,353
신영자동차,40561,3316,813,3298,813,18,137
신영자동차(종점),40556,5508,2353,5399,2353,109,262
신왕마을,43203,201,,194,,7,6
신왕마을,43718,2,176,2,176,,5
신원기술,39130,26,15,22,15,4,1
신원아침도시오피스텔(홈플러스),39836,5450,6835,5446,6835,4,409
신일교회,39529,4455,7302,4447,7302,8,391
신일아파트,35097,67,29,67,29,,3
신정1리마을회관,43300,7,4,7,4,,0
신정1리마을회관,43737,27,17,27,17,,1
신정삼거리,90111,,16,,16,,0
신정삼거리,90112,6,,5,,1,0
신정중학교,38459,1915,1627,1915,1627,,118
신정중학교,38555,2847,1690,2847,1690,,151
신중동역4번출구.롯데백화점,55226,1119,4190,1119,4190,,176
신중동역5번출구.중흥중학교,55071,524,4840,524,4840,,178
신중동역6번출구.중흥중학교,55072,2635,405,2635,405,,101
신지동마을회관,43303,46,29,44,29,2,2
신지동마을회관,43740,80,46,79,46,1,4
신진아파트,41107,24827,14275,24813,14275,14,1303
신창아파트,37010,3498,6707,3493,6707,5,340
신창아파트,37464,5616,2441,5614,2441,2,268
신천동,70048,5814,590,5754,590,60,213
신천동,70049,318,6211,316,6211,2,217
신천삼거리,70013,6163,482,6138,482,25,221
신천삼거리,70014,416,6694,408,6694,8,237
신천역.문화의거리,25364,1815,431,1815,431,,74
신천역.문화의거리,70174,267,1683,266,1683,1,65
신천연합병원,70175,78,712,78,712,,26
신천연합병원,70231,807,254,807,254,,35
신촌,43146,12,,11,,1,0
신촌,43432,9,10,9,10,,0
신촌,43459,312,9,308,9,4,10
신촌,43510,,13,,13,,0
신촌,43753,29,192,29,192,,7
신촌,43800,68,46,68,46,,3
신촌마을입구,90201,34,6,33,6,1,1
신촌마을입구,90202,3,11,3,11,,0
신촌역2호선,22052,3865,111,3865,111,,132
신촌오거리.2호선신촌역,22014,5153,83,5153,83,,174
신촌오거리.2호선신촌역,23035,171,2663,171,2663,,94
신촌오거리.현대백화점,22013,10868,164,10868,164,,367
신촌오거리.현대백화점,23034,553,14048,553,14048,,486
신촌초등학교,40098,354,950,354,950,,43
신태양아파트,37406,5161,7722,5156,7722,5,429
신태양아파트,37408,8661,3524,8661,3524,,406
신트리공원,40472,2273,2232,2273,2232,,150
신트리공원,40496,2741,3980,2728,3980,13,224
신트리공원,40501,2120,1413,2116,1413,4,117
신포동행정복지센터,35153,3541,2150,3530,2150,11,189
신포동행정복지센터,35154,1940,3337,1926,3337,14,175
신포사거리,35791,45,271,45,271,,10
신포시장,35160,29837,49139,29684,49139,153,2632
신포시장,35254,50642,30421,50485,30421,157,2702
신포역·인천세관역사공원,35792,404,158,404,158,,18
신포역·인천세관역사공원,35796,3,15,3,15,,0
신포역·인천여자상업고등학교,35149,1612,7504,1592,7504,20,303
신포역·인천여자상업고등학교,35150,7556,2566,7547,2566,9,337
신포입구,43491,40,26,38,26,2,2
신포입구,43842,14,21,11,21,3,1
신한빌딩,39901,9809,9378,9800,9378,9,639
신한에이엠,89147,647,20,642,20,5,22
신한일전기,39034,1967,944,1967,944,,97
신현119안전센터,42596,8579,12600,8545,12600,34,705
신현119안전센터,42600,7554,8330,7501,8330,53,529
신현노인회관,43279,75,12,68,12,7,2
신현노인회관,43527,8,62,8,62,,2
신현리입구,90062,34,58,33,58,1,3
신현북초등학교,42208,4145,228,4138,228,7,145
신현북초등학교,42209,274,3251,273,3251,1,117
신현북초등학교,42210,1813,264,1807,264,6,69
신현북초등학교,42211,89,1920,87,1920,2,66
신현쇼핑,42217,32617,24864,32333,24864,284,1916
신현쇼핑,42220,41077,24629,40930,24629,147,2190
신현여자중학교후문,42214,3422,4197,3409,4197,13,253
신현여자중학교후문,42680,3541,1906,3533,1906,8,181
신현중학교,42205,110,3469,108,3469,2,119
신현초등학교,42178,1730,1819,1728,1819,2,118
신현초등학교,42179,1940,3145,1929,3145,11,169
신화빌라,42626,565,410,564,410,1,32
신화슈퍼,89314,125,3,124,3,1,4
신화슈퍼,89326,,132,,132,,4
신흥교통,35501,191,7,180,7,11,6
신흥교통입구,35841,1362,31,1344,31,18,46
신흥동주민자치센터,35789,184,92,184,92,,9
신흥동주민자치센터,35799,25,43,25,43,,2
신흥시장,35145,11108,14353,11082,14353,26,848
신흥시장,35146,14912,8662,14827,8662,85,785
신흥시장,57002,2580,1257,2580,1257,,127
신흥시장,57004,1649,2726,1649,2726,,145
신흥시장후문,35812,109,36,109,36,,4
신흥시장후문,35813,125,124,125,124,,8
신흥주민지원센터,57013,3316,2034,3316,2034,,178
신흥주민지원센터,57014,1871,2944,1871,2944,,160
신흥초등학교,35156,7556,9783,7486,9783,70,577
실내게이트볼장(신현중학교),42204,4862,134,4820,134,42,166
실미도조개구이,35299,10,20,7,20,3,1
실미삼거리,35740,330,38,321,38,9,12
실미삼거리,35741,58,227,58,227,,9
심곡극동아파트,42272,1821,371,1810,371,11,73
심곡극동아파트,42273,236,1162,236,1162,,46
심곡도서관,42946,1944,1379,1937,1379,7,110
심곡도서관,89223,472,2087,467,2087,5,85
심곡동광명아파트,89153,6058,2310,6025,2310,33,278
심곡동광명아파트,89154,2358,4139,2357,4139,1,216
심곡천(심곡3교),89381,107,10,107,10,,3
심곡천(심곡3교),89382,10,204,10,204,,7
심곡천봉수교,42875,1010,618,1010,618,,54
심곡천봉수교,42951,1595,5133,1595,5133,,224
심곡초등학교(국제성모병원),42288,3855,5242,3836,5242,19,303
심곡초등학교(국제성모병원),42290,5741,4059,5736,4059,5,326
십리포제2주차장,44110,19,40,18,40,1,1
십리포해수욕장,44088,46,69,46,69,,3
십정1동행정복지센터,40049,17950,13806,17920,13806,30,1058
십정2동행정복지센터,40056,5071,6040,5065,6040,6,370
십정동차고지,40913,3296,322,3279,322,17,120
십정사거리,40029,6245,5273,6236,5273,9,383
십정사거리,40033,3251,3568,3247,3568,4,227
십정시장입구,40007,12,3598,12,3598,,120
십정시장입구,40008,3648,23,3648,23,,122
십정초등학교(동암의원),40041,1325,1203,1285,1203,40,84
십정초등학교(동암의원),40042,819,2371,805,2371,14,106
십정초등학교·더샵부평정문,40045,17218,20431,17149,20431,69,1254
십정초등학교·더샵부평정문,40048,26814,18954,26758,18954,56,1525
쌍마아파트,42112,5752,3415,5723,3415,29,305
쌍마아파트,42114,585,2336,578,2336,7,97
쌍용아파트,37179,5096,2539,5067,2539,29,254
쌍용아파트,37186,1982,3970,1971,3970,11,198
쌍용아파트,37210,703,477,702,477,1,39
쌍용아파트,37228,18939,11197,18878,11197,61,1004
쌍용아파트,37476,13213,21613,13157,21613,56,1160
쌍용아파트,38178,1960,789,1959,789,1,91
쌍용아파트,38184,693,1591,689,1591,4,76
쌍용아파트,38469,4713,2867,4672,2867,41,252
쌍용아파트,41434,1191,4262,1191,4262,,181
쌍용아파트정문,40439,2626,3505,2599,3505,27,204
쌍용자동차인천정비사업소,36144,116,1020,115,1020,1,37
쑥골고가교,37371,2836,2973,2825,2973,11,193
쑥골고가교,37372,5317,8114,5308,8114,9,447
쑥밭다리,43650,8,1,7,1,1,0
쑥밭다리,43683,16,3,15,3,1,0
아나지고개,41001,2632,2846,2626,2846,6,182
아나지고개,41002,4034,6169,4022,6169,12,340
아동보호센터,35680,95,338,90,338,5,14
아동보호센터,35698,76,55,74,55,2,4
아라노을공원·한신더휴,89404,9934,8628,9924,8628,10,618
아라노을공원·한신더휴,89405,8457,9375,8424,9375,33,594
아라동행정복지센터,42465,12406,17709,12389,17709,17,1003
